TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Statements_Executed,Total_Time,Random_Seed,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,LineCoverage,StatementCoverage,BranchCoverage,OnlyBranchCoverage,CBranchCoverage,IBranchCoverage,ExceptionCoverage,WeakMutationScore,OnlyMutationScore,MutationScore,OutputCoverage,InputCoverage,MethodCoverage,MethodTraceCoverage,MethodNoExceptionCoverage,LineCoverageBitString,StatementCoverageBitString,BranchCoverageBitString,OnlyBranchCoverageBitString,CBranchCoverageBitString,IBranchCoverageBitString,ExceptionCoverageBitString,WeakMutationCoverageBitString,OnlyMutationCoverageBitString,MutationCoverageBitString,OutputCoverageBitString,InputCoverageBitString,MethodCoverageBitString,MethodTraceCoverageBitString,MethodNoExceptionCoverageBitString
aps.DecimalToAnyBase,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,70,0.3,2,8,11,72699,92315,1530552940623,1,1,0,0,0.6666666666666666,1.0,1.0,1.0,1.0,0.875,1.0,0.6923076923076923,0.6923076923076923,0.6282051282051282,0.6,0.0,1.0,1.0,0.5,111111100000111,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1111111,1111,1111111,11101111,111,110000000000000000000000001111111111111111111111111111111111111111111111111111,110000000000000000000000001111111111111111111111111111111111111111111111111111,000000000000000000000000000011111111111110111111111111111111111111111111111111,00111,00000000000,1111,1111,1001
