TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Statements_Executed,Total_Time,Random_Seed,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,LineCoverage,StatementCoverage,BranchCoverage,OnlyBranchCoverage,CBranchCoverage,IBranchCoverage,ExceptionCoverage,WeakMutationScore,OnlyMutationScore,MutationScore,OutputCoverage,InputCoverage,MethodCoverage,MethodTraceCoverage,MethodNoExceptionCoverage,LineCoverageBitString,StatementCoverageBitString,BranchCoverageBitString,OnlyBranchCoverageBitString,CBranchCoverageBitString,IBranchCoverageBitString,ExceptionCoverageBitString,WeakMutationCoverageBitString,OnlyMutationCoverageBitString,MutationCoverageBitString,OutputCoverageBitString,InputCoverageBitString,MethodCoverageBitString,MethodTraceCoverageBitString,MethodNoExceptionCoverageBitString
aps.OctalToHexadecimal,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,77,0.3,2,10,13,83490,146135,1530552940598,0,0,2,2,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.9809523809523809,0.9809523809523809,0.3333333333333333,0.8,0.0,1.0,1.0,1.0,11111111111111111111111,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,11111111,111111,11111111,11111110111111,11,111111101111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111,111111101111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111,101101001010101111111111111111111111111111111111111110111111111110101101111000100011111000111011111000000,10111,0000000,1111,1111,1111
